damage,uid,file,area
minor-damage,6b999e5a-fd63-4f5b-8ff8-a19a411a3e86,data/train/classification_images/6b999e5a-fd63-4f5b-8ff8-a19a411a3e86.png,1225
major-damage,859b9771-d464-48b8-a730-e173a6b910fa,data/train/classification_images/859b9771-d464-48b8-a730-e173a6b910fa.png,1764
major-damage,f3d49c96-4ae9-4846-9946-7440fe19b421,data/train/classification_images/f3d49c96-4ae9-4846-9946-7440fe19b421.png,2025
major-damage,c8aab15c-3f49-45cd-8668-efbd0bebb3be,data/train/classification_images/c8aab15c-3f49-45cd-8668-efbd0bebb3be.png,1216
destroyed,9471607a-7820-4d5b-8697-9108d0b75b5f,data/train/classification_images/9471607a-7820-4d5b-8697-9108d0b75b5f.png,475
destroyed,06f31623-cdef-4d4b-a34e-0aeeca43e73a,data/train/classification_images/06f31623-cdef-4d4b-a34e-0aeeca43e73a.png,832
minor-damage,8d3479d3-0011-4e61-8864-922c3d9a97f5,data/train/classification_images/8d3479d3-0011-4e61-8864-922c3d9a97f5.png,2025
major-damage,e52c5613-0640-43fc-813b-5b12f6facbb6,data/train/classification_images/e52c5613-0640-43fc-813b-5b12f6facbb6.png,1632
destroyed,d4935081-4dc7-40b3-9c1f-ef43ba3abc68,data/train/classification_images/d4935081-4dc7-40b3-9c1f-ef43ba3abc68.png,2028
destroyed,f500037c-33b3-4f94-8689-0363b99fc83d,data/train/classification_images/f500037c-33b3-4f94-8689-0363b99fc83d.png,2601
minor-damage,5d431253-042a-4ae4-a4fc-c42c6eb0696f,data/train/classification_images/5d431253-042a-4ae4-a4fc-c42c6eb0696f.png,1596
minor-damage,aa6dd474-2777-4d74-a100-78b54d94166d,data/train/classification_images/aa6dd474-2777-4d74-a100-78b54d94166d.png,3190
major-damage,bce965cc-658a-4484-b279-0b4bc066f368,data/train/classification_images/bce965cc-658a-4484-b279-0b4bc066f368.png,1216
destroyed,090b613d-7a81-4c4d-b162-ce956159068e,data/train/classification_images/090b613d-7a81-4c4d-b162-ce956159068e.png,1470
destroyed,ffea99ed-1084-4018-a986-7f67d34eb02c,data/train/classification_images/ffea99ed-1084-4018-a986-7f67d34eb02c.png,169
minor-damage,53da07d4-d14c-4712-ad72-5dee5ed690b9,data/train/classification_images/53da07d4-d14c-4712-ad72-5dee5ed690b9.png,2745
destroyed,a5d9678b-763b-4019-b1ce-3d0630eb053a,data/train/classification_images/a5d9678b-763b-4019-b1ce-3d0630eb053a.png,33930
destroyed,0e8274f7-cc51-4474-b0e7-057cc6c76277,data/train/classification_images/0e8274f7-cc51-4474-b0e7-057cc6c76277.png,63444
destroyed,1d13460b-d484-471b-926b-ac6d4bae9479,data/train/classification_images/1d13460b-d484-471b-926b-ac6d4bae9479.png,51376
destroyed,06a5b615-6143-44c5-8900-96cf069d46ff,data/train/classification_images/06a5b615-6143-44c5-8900-96cf069d46ff.png,14342
destroyed,4ad6258c-9b67-44d1-b84c-36d46ddc0383,data/train/classification_images/4ad6258c-9b67-44d1-b84c-36d46ddc0383.png,3744
destroyed,80f932c8-12c5-4fe5-aa77-a7956e8e8a48,data/train/classification_images/80f932c8-12c5-4fe5-aa77-a7956e8e8a48.png,841
destroyed,8654705d-a8dd-4e9e-9986-52f31693e063,data/train/classification_images/8654705d-a8dd-4e9e-9986-52f31693e063.png,980
destroyed,fccbdd73-4d48-4d88-abcc-436e15d141ac,data/train/classification_images/fccbdd73-4d48-4d88-abcc-436e15d141ac.png,2448
major-damage,ffe7fa73-ecf8-48f2-9068-f690eee0a533,data/train/classification_images/ffe7fa73-ecf8-48f2-9068-f690eee0a533.png,12936
destroyed,32b1885a-3f16-4e59-8306-dd8562a34c2a,data/train/classification_images/32b1885a-3f16-4e59-8306-dd8562a34c2a.png,12098
major-damage,4ab88f75-1c86-4543-987e-e0727b9ce5f7,data/train/classification_images/4ab88f75-1c86-4543-987e-e0727b9ce5f7.png,7137
major-damage,85787cd8-88de-4ce1-9d7e-d0d95536e61c,data/train/classification_images/85787cd8-88de-4ce1-9d7e-d0d95536e61c.png,5600
minor-damage,67ca455b-31ea-4c8b-ad38-f343d357fc3e,data/train/classification_images/67ca455b-31ea-4c8b-ad38-f343d357fc3e.png,5070
minor-damage,c718111b-f0c8-436b-b112-d63ebc7c8b42,data/train/classification_images/c718111b-f0c8-436b-b112-d63ebc7c8b42.png,11424
destroyed,daa7c4d4-9e3a-4549-b94b-50c346970642,data/train/classification_images/daa7c4d4-9e3a-4549-b94b-50c346970642.png,11562
destroyed,d5ba42ba-34e2-425a-8d28-830911026460,data/train/classification_images/d5ba42ba-34e2-425a-8d28-830911026460.png,15707
destroyed,19d49eae-d098-4d1d-9927-bbdd0457da6b,data/train/classification_images/19d49eae-d098-4d1d-9927-bbdd0457da6b.png,9309
destroyed,d13b44c9-f9c1-4683-9dbc-cdf3c43fe2f5,data/train/classification_images/d13b44c9-f9c1-4683-9dbc-cdf3c43fe2f5.png,3025
destroyed,cd9e44ed-99ef-4f22-a813-2f3e39307da7,data/train/classification_images/cd9e44ed-99ef-4f22-a813-2f3e39307da7.png,27348
destroyed,f88cbe19-558a-4a94-9fa8-0b0661cea775,data/train/classification_images/f88cbe19-558a-4a94-9fa8-0b0661cea775.png,7830
minor-damage,11f712f3-c4f3-4745-9158-5c7f44762f3f,data/train/classification_images/11f712f3-c4f3-4745-9158-5c7f44762f3f.png,1258
minor-damage,a246f8b9-0bc0-4bf8-ad8a-30976cc40e90,data/train/classification_images/a246f8b9-0bc0-4bf8-ad8a-30976cc40e90.png,8932
major-damage,8ea3ace1-69c7-4c1d-a3fa-490d8f7c9483,data/train/classification_images/8ea3ace1-69c7-4c1d-a3fa-490d8f7c9483.png,9118
minor-damage,0ef2bea1-bb25-46a1-818e-2cd496259f42,data/train/classification_images/0ef2bea1-bb25-46a1-818e-2cd496259f42.png,4655
major-damage,cc39de7d-f430-4457-b2cd-7091943bddc6,data/train/classification_images/cc39de7d-f430-4457-b2cd-7091943bddc6.png,23218
major-damage,25d6ed58-b966-4a11-82de-168c0996c2da,data/train/classification_images/25d6ed58-b966-4a11-82de-168c0996c2da.png,18161
minor-damage,1c5b0594-b859-43da-af0c-acb0ddb7312e,data/train/classification_images/1c5b0594-b859-43da-af0c-acb0ddb7312e.png,11639
minor-damage,cfef5509-39ad-4171-ba3d-19682578d17c,data/train/classification_images/cfef5509-39ad-4171-ba3d-19682578d17c.png,2304
minor-damage,5368c6bd-8d49-4aff-a728-72ec2fe9a8c7,data/train/classification_images/5368c6bd-8d49-4aff-a728-72ec2fe9a8c7.png,15093
minor-damage,90d70efd-d8a2-4bd8-84dd-1f0b39492ff1,data/train/classification_images/90d70efd-d8a2-4bd8-84dd-1f0b39492ff1.png,12091
major-damage,25880615-cc4c-4cc5-b127-176f42f5140f,data/train/classification_images/25880615-cc4c-4cc5-b127-176f42f5140f.png,12513
minor-damage,9c936baa-b700-41eb-b832-c4ee36a1b376,data/train/classification_images/9c936baa-b700-41eb-b832-c4ee36a1b376.png,12870
minor-damage,3f587f9e-8ba4-4b74-8c2c-e8f7538c692a,data/train/classification_images/3f587f9e-8ba4-4b74-8c2c-e8f7538c692a.png,13034
major-damage,2952f76b-e7fb-4945-a57a-fb4802776a9b,data/train/classification_images/2952f76b-e7fb-4945-a57a-fb4802776a9b.png,13899
major-damage,68c38caf-2bd5-4fb2-9206-6f76ae5ef75c,data/train/classification_images/68c38caf-2bd5-4fb2-9206-6f76ae5ef75c.png,26132
minor-damage,a111f5de-6b33-4ff4-b9f0-237227421c2a,data/train/classification_images/a111f5de-6b33-4ff4-b9f0-237227421c2a.png,21128
minor-damage,c10662a3-8491-413a-8042-6fe756965d47,data/train/classification_images/c10662a3-8491-413a-8042-6fe756965d47.png,13108
major-damage,028fc88c-a552-4180-9d63-ad8d95adde20,data/train/classification_images/028fc88c-a552-4180-9d63-ad8d95adde20.png,2028
destroyed,c7d67a18-44cd-46b9-a73a-68e25177f2ff,data/train/classification_images/c7d67a18-44cd-46b9-a73a-68e25177f2ff.png,1664
minor-damage,dfd6918f-6b27-41ea-9e4c-8022998d07a1,data/train/classification_images/dfd6918f-6b27-41ea-9e4c-8022998d07a1.png,11021
minor-damage,c9a25240-1e5f-485a-b513-4227d29ac3c2,data/train/classification_images/c9a25240-1e5f-485a-b513-4227d29ac3c2.png,16498
minor-damage,5c8451d4-7a1a-4cca-af2c-ac7a14077686,data/train/classification_images/5c8451d4-7a1a-4cca-af2c-ac7a14077686.png,15776
minor-damage,0d649634-4eb4-407d-8776-bd1be57d292d,data/train/classification_images/0d649634-4eb4-407d-8776-bd1be57d292d.png,13200
minor-damage,dba010f4-9ccc-4714-bf28-427b516741ef,data/train/classification_images/dba010f4-9ccc-4714-bf28-427b516741ef.png,18048
minor-damage,a10b9142-cde9-4d89-893a-ea9f1c1ad618,data/train/classification_images/a10b9142-cde9-4d89-893a-ea9f1c1ad618.png,13699
major-damage,cdeb735e-7194-4c58-9f21-e687cde0d585,data/train/classification_images/cdeb735e-7194-4c58-9f21-e687cde0d585.png,13104
minor-damage,650d48f7-20ac-4a16-bc76-b18a1cc009d4,data/train/classification_images/650d48f7-20ac-4a16-bc76-b18a1cc009d4.png,16758
minor-damage,df36f8a4-ce94-4fe7-8654-33c9d0469c8c,data/train/classification_images/df36f8a4-ce94-4fe7-8654-33c9d0469c8c.png,15200
major-damage,8d03b65f-253a-4fd4-926f-56dee4a69638,data/train/classification_images/8d03b65f-253a-4fd4-926f-56dee4a69638.png,12769
minor-damage,5608e48e-112a-42b8-b916-3e78d3596dbe,data/train/classification_images/5608e48e-112a-42b8-b916-3e78d3596dbe.png,12430
major-damage,300272c1-7a50-42cd-9bcd-476466f67c42,data/train/classification_images/300272c1-7a50-42cd-9bcd-476466f67c42.png,13910
major-damage,d442277d-e5aa-4481-b812-64f356204a3e,data/train/classification_images/d442277d-e5aa-4481-b812-64f356204a3e.png,8961
destroyed,90f213d4-1c27-4434-acbf-c02aa81828e0,data/train/classification_images/90f213d4-1c27-4434-acbf-c02aa81828e0.png,754
destroyed,7fd60d46-605a-44a3-8329-3b55bbbe2bd4,data/train/classification_images/7fd60d46-605a-44a3-8329-3b55bbbe2bd4.png,928
destroyed,930307b2-abb8-4239-93d5-d1ac57d8f9ad,data/train/classification_images/930307b2-abb8-4239-93d5-d1ac57d8f9ad.png,676
destroyed,4a777b60-a450-4823-963b-73462f9375dd,data/train/classification_images/4a777b60-a450-4823-963b-73462f9375dd.png,841
destroyed,5cc28e2f-0ca3-40c6-9987-fc923f239592,data/train/classification_images/5cc28e2f-0ca3-40c6-9987-fc923f239592.png,832
destroyed,7ad29a2d-acbb-4aab-be2d-5a2a0e72dd19,data/train/classification_images/7ad29a2d-acbb-4aab-be2d-5a2a0e72dd19.png,840
destroyed,90dda616-d887-4e8f-bf30-2b6d3bab2623,data/train/classification_images/90dda616-d887-4e8f-bf30-2b6d3bab2623.png,1216
destroyed,bd06be2a-f020-4b42-82ed-76dbfb69f082,data/train/classification_images/bd06be2a-f020-4b42-82ed-76dbfb69f082.png,1015
major-damage,a886677b-144c-45ff-a06c-118b5d57de39,data/train/classification_images/a886677b-144c-45ff-a06c-118b5d57de39.png,1470
major-damage,f89d92cd-a1ed-4d85-a456-c56823d6e864,data/train/classification_images/f89d92cd-a1ed-4d85-a456-c56823d6e864.png,1755
destroyed,23f8a853-51c1-4ddb-a5ed-ed61834c5c37,data/train/classification_images/23f8a853-51c1-4ddb-a5ed-ed61834c5c37.png,1824
destroyed,1ad45ccf-c94e-4c19-b232-e85eda83c2b8,data/train/classification_images/1ad45ccf-c94e-4c19-b232-e85eda83c2b8.png,910
destroyed,84213d8e-b618-4eba-8c79-8f6a03da02e1,data/train/classification_images/84213d8e-b618-4eba-8c79-8f6a03da02e1.png,5476
major-damage,2e13cbae-b0a5-4283-9cc6-841b7d993c15,data/train/classification_images/2e13cbae-b0a5-4283-9cc6-841b7d993c15.png,95718
major-damage,ce47ea83-da4b-4bcd-af81-a5c9b328b031,data/train/classification_images/ce47ea83-da4b-4bcd-af81-a5c9b328b031.png,4615
major-damage,0b51579b-0ff5-43c7-9f5c-e4c531709235,data/train/classification_images/0b51579b-0ff5-43c7-9f5c-e4c531709235.png,103752
major-damage,d715f83f-695f-4ed3-aa49-9b6afe13ff3c,data/train/classification_images/d715f83f-695f-4ed3-aa49-9b6afe13ff3c.png,48875
major-damage,819cd75f-6205-4916-904d-89325fe04c72,data/train/classification_images/819cd75f-6205-4916-904d-89325fe04c72.png,6627
major-damage,350bec77-c960-4e38-9076-f55127be2959,data/train/classification_images/350bec77-c960-4e38-9076-f55127be2959.png,19257
major-damage,daba7049-8eb4-4d27-8b9d-e488e2d317c6,data/train/classification_images/daba7049-8eb4-4d27-8b9d-e488e2d317c6.png,6958
major-damage,65b462ce-1849-4b89-9484-627a66709ce7,data/train/classification_images/65b462ce-1849-4b89-9484-627a66709ce7.png,23244
major-damage,972fc857-22ab-42ac-8093-6381c1da641d,data/train/classification_images/972fc857-22ab-42ac-8093-6381c1da641d.png,10700
major-damage,c93c7ceb-2e73-4faf-9b51-62592a89f536,data/train/classification_images/c93c7ceb-2e73-4faf-9b51-62592a89f536.png,38412
major-damage,189cbfe9-2c03-4b02-a783-6f49b753d3e0,data/train/classification_images/189cbfe9-2c03-4b02-a783-6f49b753d3e0.png,26730
major-damage,0cf813d3-8291-45a7-a799-e0663f7dffc5,data/train/classification_images/0cf813d3-8291-45a7-a799-e0663f7dffc5.png,3328
major-damage,7f931d09-978f-4595-8749-8e07740b0c22,data/train/classification_images/7f931d09-978f-4595-8749-8e07740b0c22.png,1836
major-damage,e7d1a15c-b94f-40cb-84ac-a2b0f952d8cf,data/train/classification_images/e7d1a15c-b94f-40cb-84ac-a2b0f952d8cf.png,200
major-damage,c9c8697c-a110-47f7-b58f-ff6d0e3eaae5,data/train/classification_images/c9c8697c-a110-47f7-b58f-ff6d0e3eaae5.png,13034
major-damage,5e9ef1db-5e70-40c4-a990-03f04e35fc06,data/train/classification_images/5e9ef1db-5e70-40c4-a990-03f04e35fc06.png,6612
major-damage,4ea83c86-d47b-4707-b767-5334f19f32a1,data/train/classification_images/4ea83c86-d47b-4707-b767-5334f19f32a1.png,16359
major-damage,b556143a-fe9a-4c8c-bdf5-952199c7a35f,data/train/classification_images/b556143a-fe9a-4c8c-bdf5-952199c7a35f.png,13572
major-damage,72b4dea8-636d-410c-8a9c-9d17df167c96,data/train/classification_images/72b4dea8-636d-410c-8a9c-9d17df167c96.png,15480
major-damage,93868d59-6b3e-4761-99df-33ddef43b020,data/train/classification_images/93868d59-6b3e-4761-99df-33ddef43b020.png,33969
major-damage,52a97fba-251c-44b6-8782-0c7f224d8a90,data/train/classification_images/52a97fba-251c-44b6-8782-0c7f224d8a90.png,42175
major-damage,1a339138-ed66-4b54-a85a-108274d620de,data/train/classification_images/1a339138-ed66-4b54-a85a-108274d620de.png,19312
major-damage,264bb09b-b9e5-48e0-96b7-9eb90e23175e,data/train/classification_images/264bb09b-b9e5-48e0-96b7-9eb90e23175e.png,15480
major-damage,02a830da-34df-4aed-94c9-c27a5fbbe25b,data/train/classification_images/02a830da-34df-4aed-94c9-c27a5fbbe25b.png,16588
major-damage,fa9cadc8-fa16-4740-99c1-02d6f95729ad,data/train/classification_images/fa9cadc8-fa16-4740-99c1-02d6f95729ad.png,13482
major-damage,ef5447d1-0df4-4d84-bf0d-0375cf975daf,data/train/classification_images/ef5447d1-0df4-4d84-bf0d-0375cf975daf.png,1595
major-damage,6868d8b7-ca4a-46ae-a5e4-21f90319a9bc,data/train/classification_images/6868d8b7-ca4a-46ae-a5e4-21f90319a9bc.png,11449
major-damage,9abc4a40-00d6-4a22-9938-303bb276d2b3,data/train/classification_images/9abc4a40-00d6-4a22-9938-303bb276d2b3.png,2160
major-damage,fd80c963-950c-4bca-80dc-9063afcc2a08,data/train/classification_images/fd80c963-950c-4bca-80dc-9063afcc2a08.png,15120
major-damage,50f5e913-55de-4a79-81aa-c1d23a90d7c6,data/train/classification_images/50f5e913-55de-4a79-81aa-c1d23a90d7c6.png,18135
major-damage,f0d3e1bc-4a66-4f3a-83c8-b771352cfcd7,data/train/classification_images/f0d3e1bc-4a66-4f3a-83c8-b771352cfcd7.png,19364
major-damage,c58e1175-2bbf-4ba3-b749-29039e3ca1f7,data/train/classification_images/c58e1175-2bbf-4ba3-b749-29039e3ca1f7.png,20280
major-damage,b8b12600-8225-4f3b-9c38-f0a85856c484,data/train/classification_images/b8b12600-8225-4f3b-9c38-f0a85856c484.png,12000
major-damage,eddb3712-bace-4a35-b198-d2d5a6fcff8c,data/train/classification_images/eddb3712-bace-4a35-b198-d2d5a6fcff8c.png,13221
major-damage,68090c65-785d-4831-bc33-0c9aed054292,data/train/classification_images/68090c65-785d-4831-bc33-0c9aed054292.png,12091
major-damage,b5bf33ab-07c5-4a1d-bc1f-51f8c182b07c,data/train/classification_images/b5bf33ab-07c5-4a1d-bc1f-51f8c182b07c.png,3172
major-damage,9dcb1909-08f4-4ca3-aee7-79da6b954310,data/train/classification_images/9dcb1909-08f4-4ca3-aee7-79da6b954310.png,7888
major-damage,61b17cc1-e5e2-4221-8de2-55dd717b828c,data/train/classification_images/61b17cc1-e5e2-4221-8de2-55dd717b828c.png,13104
major-damage,ea01e605-d4e8-4035-bb41-3ca62d51d63d,data/train/classification_images/ea01e605-d4e8-4035-bb41-3ca62d51d63d.png,21624
major-damage,07264bbe-4d2d-4d8d-8a18-58a922dfeea3,data/train/classification_images/07264bbe-4d2d-4d8d-8a18-58a922dfeea3.png,12792
major-damage,c06ed40c-5d15-42cd-9936-9a2ec119f161,data/train/classification_images/c06ed40c-5d15-42cd-9936-9a2ec119f161.png,11223
major-damage,8271d5bb-1377-412a-bcb8-620ba05b66c7,data/train/classification_images/8271d5bb-1377-412a-bcb8-620ba05b66c7.png,21340
major-damage,f7343e3d-9831-44e3-9040-3e83838afe7c,data/train/classification_images/f7343e3d-9831-44e3-9040-3e83838afe7c.png,1596
major-damage,0804ce74-0622-4eb7-9161-49bf7f751366,data/train/classification_images/0804ce74-0622-4eb7-9161-49bf7f751366.png,14616
major-damage,9b2c9bae-3751-4396-94df-f40207b0ac5d,data/train/classification_images/9b2c9bae-3751-4396-94df-f40207b0ac5d.png,21060
major-damage,872a03d0-4ebd-413d-9e9d-8cb5ebcfca3a,data/train/classification_images/872a03d0-4ebd-413d-9e9d-8cb5ebcfca3a.png,10700
major-damage,0203f082-8e66-441f-bebe-28b2a08c95a0,data/train/classification_images/0203f082-8e66-441f-bebe-28b2a08c95a0.png,37818
major-damage,4fe54238-87dd-46dd-89e5-5624c91b219c,data/train/classification_images/4fe54238-87dd-46dd-89e5-5624c91b219c.png,24585
major-damage,403fc847-4996-4f1a-8886-80358018d0aa,data/train/classification_images/403fc847-4996-4f1a-8886-80358018d0aa.png,23140
major-damage,7589d4b7-b646-445b-9cb0-c7895ed2f9e8,data/train/classification_images/7589d4b7-b646-445b-9cb0-c7895ed2f9e8.png,20790
major-damage,78699f07-bd44-4b77-9b60-89ca29e1f810,data/train/classification_images/78699f07-bd44-4b77-9b60-89ca29e1f810.png,3538
major-damage,ea90921a-29ca-4a92-8f31-0421281415fe,data/train/classification_images/ea90921a-29ca-4a92-8f31-0421281415fe.png,28836
major-damage,36bc2b7b-5243-4489-b349-e2078d52cd04,data/train/classification_images/36bc2b7b-5243-4489-b349-e2078d52cd04.png,18984
major-damage,489a4512-412d-466d-ae24-705c78c7bacb,data/train/classification_images/489a4512-412d-466d-ae24-705c78c7bacb.png,21000
major-damage,2b8d4fdc-2fcb-4691-9b4d-533b9777e603,data/train/classification_images/2b8d4fdc-2fcb-4691-9b4d-533b9777e603.png,16758
major-damage,44abef65-5a4f-450b-aee9-3f157a9504d7,data/train/classification_images/44abef65-5a4f-450b-aee9-3f157a9504d7.png,18590
major-damage,dfe35759-825b-4a57-ad3b-8c0fad29db9c,data/train/classification_images/dfe35759-825b-4a57-ad3b-8c0fad29db9c.png,18460
major-damage,66cd89f8-8426-49ca-ac0a-f87be7d2948f,data/train/classification_images/66cd89f8-8426-49ca-ac0a-f87be7d2948f.png,21216
major-damage,626eea80-22f2-4b54-b86c-5c3a16f54eb9,data/train/classification_images/626eea80-22f2-4b54-b86c-5c3a16f54eb9.png,26549
major-damage,207d8ffa-ea43-4cdc-af5d-c8cbb65c707d,data/train/classification_images/207d8ffa-ea43-4cdc-af5d-c8cbb65c707d.png,17589
major-damage,afecf5d8-3e88-41ba-b977-58ed21c5dd69,data/train/classification_images/afecf5d8-3e88-41ba-b977-58ed21c5dd69.png,12900
major-damage,83cc07e4-0fd6-4983-b767-ee3b5d58e4c8,data/train/classification_images/83cc07e4-0fd6-4983-b767-ee3b5d58e4c8.png,18600
major-damage,1cff6966-3084-46ea-831d-cd75bad1211e,data/train/classification_images/1cff6966-3084-46ea-831d-cd75bad1211e.png,7047
major-damage,9ae2c27c-bb51-48eb-9a5f-8424ce53cd80,data/train/classification_images/9ae2c27c-bb51-48eb-9a5f-8424ce53cd80.png,16728
major-damage,9eca3ea0-fc7e-4ee4-8cc5-5d8edc384ddc,data/train/classification_images/9eca3ea0-fc7e-4ee4-8cc5-5d8edc384ddc.png,16936
major-damage,c4da259b-d720-419b-8dfc-7a8edfe7685c,data/train/classification_images/c4da259b-d720-419b-8dfc-7a8edfe7685c.png,13560
major-damage,88a8fde9-2486-411d-8f5e-cc1db6b2d6f5,data/train/classification_images/88a8fde9-2486-411d-8f5e-cc1db6b2d6f5.png,22152
major-damage,a30893e0-b321-4852-b884-e975c89eb60a,data/train/classification_images/a30893e0-b321-4852-b884-e975c89eb60a.png,10998
major-damage,377cca68-6e69-470d-b5a1-fd471aaafc3e,data/train/classification_images/377cca68-6e69-470d-b5a1-fd471aaafc3e.png,23023
major-damage,2619f332-1936-4d13-a591-9c665c5a35eb,data/train/classification_images/2619f332-1936-4d13-a591-9c665c5a35eb.png,12840
major-damage,be461848-235c-442c-981a-03100b211c8b,data/train/classification_images/be461848-235c-442c-981a-03100b211c8b.png,18725
major-damage,facdf5ba-6f51-4162-b7e0-e5ca32703824,data/train/classification_images/facdf5ba-6f51-4162-b7e0-e5ca32703824.png,20790
major-damage,e0d1c848-14ff-4586-a2db-43a4a3c9cfdf,data/train/classification_images/e0d1c848-14ff-4586-a2db-43a4a3c9cfdf.png,24528
major-damage,90aca6d5-8bbb-4033-a16d-8a2fce0955f5,data/train/classification_images/90aca6d5-8bbb-4033-a16d-8a2fce0955f5.png,3016
major-damage,858e4513-d303-4978-a177-ff09018b01a9,data/train/classification_images/858e4513-d303-4978-a177-ff09018b01a9.png,16159
major-damage,0dff7239-fae4-497b-8f9f-62540d0e893f,data/train/classification_images/0dff7239-fae4-497b-8f9f-62540d0e893f.png,22630
major-damage,96f8f148-ae74-42b4-a424-8139f23757d8,data/train/classification_images/96f8f148-ae74-42b4-a424-8139f23757d8.png,17013
major-damage,e267acdd-811b-4c93-b1c9-5d9f970224db,data/train/classification_images/e267acdd-811b-4c93-b1c9-5d9f970224db.png,14400
major-damage,9f94da40-6c37-4bb2-b53d-7c81ec4e7c7e,data/train/classification_images/9f94da40-6c37-4bb2-b53d-7c81ec4e7c7e.png,29400
major-damage,50bfc5f8-3e2f-413c-8f31-1b63e7e3d126,data/train/classification_images/50bfc5f8-3e2f-413c-8f31-1b63e7e3d126.png,24674
major-damage,2875e89f-b3b3-4f0d-b9f5-624cd2340f4b,data/train/classification_images/2875e89f-b3b3-4f0d-b9f5-624cd2340f4b.png,14317
major-damage,54153d9f-ce24-4c26-a3aa-1b49fb318e50,data/train/classification_images/54153d9f-ce24-4c26-a3aa-1b49fb318e50.png,13559
major-damage,83364ffa-13f2-4eb2-a3bb-5e7e83c0c6a5,data/train/classification_images/83364ffa-13f2-4eb2-a3bb-5e7e83c0c6a5.png,6318
major-damage,4f9125a3-7e8a-40d7-8138-3969b0b5bc42,data/train/classification_images/4f9125a3-7e8a-40d7-8138-3969b0b5bc42.png,15707
major-damage,30c8858a-878d-415d-8e27-5f106ef0f2eb,data/train/classification_images/30c8858a-878d-415d-8e27-5f106ef0f2eb.png,20114
major-damage,c133708a-cf02-49ff-8f67-12ca19ab91ce,data/train/classification_images/c133708a-cf02-49ff-8f67-12ca19ab91ce.png,7290
major-damage,41b06ade-8732-4764-a341-1b90137e3f29,data/train/classification_images/41b06ade-8732-4764-a341-1b90137e3f29.png,5005
major-damage,98be71f3-8d45-486d-94c2-e404fc87e799,data/train/classification_images/98be71f3-8d45-486d-94c2-e404fc87e799.png,21840
major-damage,1c60f8df-8c04-4a6a-b1e4-6394002dac23,data/train/classification_images/1c60f8df-8c04-4a6a-b1e4-6394002dac23.png,9991
major-damage,5f0320d8-e800-40da-b0ba-6a614201dbf5,data/train/classification_images/5f0320d8-e800-40da-b0ba-6a614201dbf5.png,5476
major-damage,d4399475-0d39-4903-9fc1-9cda1e63b6b4,data/train/classification_images/d4399475-0d39-4903-9fc1-9cda1e63b6b4.png,14300
major-damage,21af4a1b-2fff-4ad5-b278-5d84b320208e,data/train/classification_images/21af4a1b-2fff-4ad5-b278-5d84b320208e.png,13803
major-damage,edb6fae6-1318-445f-8b3c-1d2f1d4dfb9d,data/train/classification_images/edb6fae6-1318-445f-8b3c-1d2f1d4dfb9d.png,3355
major-damage,2ceeef6e-39e1-441a-ac92-c59441d65a38,data/train/classification_images/2ceeef6e-39e1-441a-ac92-c59441d65a38.png,12519
major-damage,4fa9e651-575b-4dd3-a063-a03d08e3a992,data/train/classification_images/4fa9e651-575b-4dd3-a063-a03d08e3a992.png,14317
major-damage,a6d584eb-9ebb-48ff-8665-e46bb1782405,data/train/classification_images/a6d584eb-9ebb-48ff-8665-e46bb1782405.png,21306
major-damage,fe97bfa6-3e72-4b32-b74f-34c8a93a2a7d,data/train/classification_images/fe97bfa6-3e72-4b32-b74f-34c8a93a2a7d.png,14170
major-damage,ca00a489-94ff-459f-addf-9c54ec2ac168,data/train/classification_images/ca00a489-94ff-459f-addf-9c54ec2ac168.png,8100
major-damage,5681cfbb-d6af-43e9-b3f4-05b15d260bee,data/train/classification_images/5681cfbb-d6af-43e9-b3f4-05b15d260bee.png,3692
major-damage,0aef79bd-14ca-4e3f-aba1-8d2fd9521c11,data/train/classification_images/0aef79bd-14ca-4e3f-aba1-8d2fd9521c11.png,8700
major-damage,bab55f4d-f10b-4b80-9ab4-6fe7b64b8ae1,data/train/classification_images/bab55f4d-f10b-4b80-9ab4-6fe7b64b8ae1.png,3696
major-damage,171cb531-90f9-4ddf-af08-9eaeedf46252,data/train/classification_images/171cb531-90f9-4ddf-af08-9eaeedf46252.png,30420
major-damage,842887cf-1f88-4d20-8db6-e173f945910b,data/train/classification_images/842887cf-1f88-4d20-8db6-e173f945910b.png,13699
major-damage,bf0eacac-083d-470f-be91-63a17b9ba8f4,data/train/classification_images/bf0eacac-083d-470f-be91-63a17b9ba8f4.png,2805
major-damage,3ccfc92f-c9d8-4bf5-9cb7-4623968c807d,data/train/classification_images/3ccfc92f-c9d8-4bf5-9cb7-4623968c807d.png,11948
major-damage,8aaca46e-72ca-4af4-8a66-3476ec0af9e4,data/train/classification_images/8aaca46e-72ca-4af4-8a66-3476ec0af9e4.png,17082
major-damage,b24b599f-07ad-4ee1-9636-b48ab699c3a7,data/train/classification_images/b24b599f-07ad-4ee1-9636-b48ab699c3a7.png,21294
major-damage,228524cd-3365-41af-a7cb-5daeb2f63b5d,data/train/classification_images/228524cd-3365-41af-a7cb-5daeb2f63b5d.png,20034
major-damage,ed046db7-a654-4013-9109-de0e780af835,data/train/classification_images/ed046db7-a654-4013-9109-de0e780af835.png,19221
